# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	CONCEPT_IN_SOURCE
246	BozoDebo	BAD	ɲɛⁿ	ɲɛⁿ	ɲ ɛ̃	2723	124	166	
247	BozoHainyaxo	BAD	ndaⁿmɛⁿ	ndaⁿmɛⁿ	ⁿd ã m ɛ̃	2726	125	0	
248	BozoKorondougounord	BAD	ɲɛⁿma	ɲɛⁿma	ɲ ɛ̃ m a	2723	126	166	
249	BozoKorondougousud	BAD	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
250	BozoKotya	BAD	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
251	BozoPondorisud	BAD	ɲiⁿiⁿ	ɲiⁿiⁿ	ɲ ĩ:	2723	124	166	
252	BozoTieyaxo	BAD	ɲiⁿŋaⁿ	ɲiⁿŋaⁿ	ɲ ĩ ŋ ã	2740	124	179	
253	BozoTiemaCewe	BAD	boⁿno	boⁿno	b õ n o	2729	122	173	
254	Bambara	BAD	júgúmáⁿ	júgúmáⁿ	dʒ ⁵/u ɡ ⁵/u + m ⁵/ã	2721	5130 126	0	
255	Bangime	BAD	jáŋɡā	jáŋɡā	j ⁵/a + ⁿɡ ³/a	2347	120 4917	0	
256	Fulfulde	BAD	bonnde	bon-nde	b o n + ⁿd e	33	129 130	173	
257	Jenaama	BAD	ɲɔ̄ŋɔ̄ (1)	ɲɔ̄ŋɔ̄	ɲ ³/ɔ ŋ ³/ɔ	2740	124	179	
258	SonghaiKiini	BAD	bɔ̀nɛ́	bɔ̀nɛ́	b ¹/ɔ n ⁵/ɛ	3595	132	173	
259	SonghaiSenni	BAD	bòné-fùtù	bòné-fùtù	b ¹/o n ⁵/e + f ¹/u t ¹/u	3595	5334 133	173	
260	Bambara	BAD	fáríⁿ	fáríⁿ	f ⁵/a r ⁵/ĩ	2747	4916	0	
261	Soninke	BAD	bùrê	bùrê	b ¹/u r ⁵¹/e	2747	134	0	
262	BonduSo	BAD	nɛ̀ːndɛ́ː	nɛ̀ːndɛ́ː	n ¹/ɛː ⁿd ⁵/ɛː	534	123	166	
#
263	Bangime	BARK	kūɥɛ̀ (1)	kūɥɛ̀	k ³/u ɥ ¹/ɛ	2360	46	191	
264	Fulfulde	BARK	koɓolal	koɓolal	k o ɓ o l + a l	42	5271 5272	191	
265	Jenaama	BARK	jùgù-wógō	jùgù-wógō	dʒ ¹/u ɡ ¹/u + w ⁵/o ɡ ³/o	2780	149 139	0	
266	ToroTegu	BARK	kǒw, tìwⁿá kôw	kǒw	k ¹⁵/o w	650	142	0	
267	BenTey	BARK	kù-kòmbî: ~ kì-kòmbî:, kòmbî:	kù-kòmbî:	k ¹/u + k ¹/o ⁿb ⁵¹/iː	601	141 142	0	
268	BankanTey	BARK	tùndú, kò-kòmbû:	tùndú	t ¹/u ⁿd ⁵/u	598	140	0	
269	Nanga	BARK	tùmà-pô:, tùmà-[kò-kòmbí]	tùmà-pô:	t ¹/u m ¹/a + p ⁵¹/oː	645	150 151	0	
270	PergeTegu	BARK	gɛ̂:ⁿ	gɛ̂:ⁿ	ɡ ⁵¹/ɛ̃ː	650	141	0	
271	Gourou	BARK	zǎyⁿ	zǎyⁿ	z ¹⁵/a + j̃	637	148 847	0	
272	TogoKan	BARK	kòkǒ:	kòkǒ:	k ¹/o + k ¹⁵/oː	601	141 142	0	
273	TommoSo	BARK	jóyⁿ, kó-kóbú	jóyⁿ	dʒ ⁵/o + j̃	637	148 847	0	
274	DogulDom	BARK	kìŋìnɔ̀ kɔ̀mùnú	kìŋìnɔ̀_kɔ̀mùnú	k ¹/i ŋ ¹/i n ¹/ɔ + k ¹/ɔ m ¹/u n ⁵/u	634	146 143	0	
275	TebulUre	BARK	kóbé	kóbé	k ⁵/o b ⁵/e	597	142	191	
276	YandaDom	BARK	tìmè-sábú	tìmè-sábú	t ¹/i m ¹/e + s ⁵/a b ⁵/u	645	150 158	0	
277	Ampari	BARK	òwá (òwá gè)	òwá	¹/o w ⁵/a	594	142	0	
278	Bunoge	BARK	kòbàlì, tìlìŋgé-kòbálì	kòbàlì	k ¹/o b ¹/a + l ¹/i	597	142 3	191	
279	DonnoSo	BARK	kòmbě:	kòmbě:	k ¹/o ⁿb ¹⁵/eː	597	142	191	
280	Jamsay	BARK	kǒw, jêy, jǎyⁿ	jêy	dʒ ⁵¹/e + j	637	148 847	0	
281	TiranigeDiga	BARK	kóy	kóy	k ⁵/o + j	650	156 847	0	
282	Mombo	BARK	kòmbòlí	kòmbòlí	k ¹/o ⁿb ¹/o + l ⁵/i	597	142 3	191	
283	Penange	BARK	témbú	témbú	t ⁵/e ⁿb ⁵/u	598	152	0	
284	TomoKan	BARK	kú	kú	k ⁵/u	650	141	0	
285	Bambara	BARK	ŋɔ̀mɔ́	ŋɔ̀mɔ́	ŋ ¹/ɔ m ⁵/ɔ	2751	138	0	
286	BozoDebo	BARK	gogo	gogo	ɡ o ɡ o	2753	139	191	
287	BozoHainyaxo	BARK	woloho	woloho	w o l o + h o	2759	139 4909	0	
288	BozoKorondougounord	BARK	gogo	gogo	ɡ o ɡ o	2753	139	191	
289	BozoKorondougousud	BARK	gogo	gogo	ɡ o ɡ o	2753	139	191	
290	BozoKotya	BARK	gogo	gogo	ɡ o ɡ o	2753	139	191	
291	BozoPondorinord	BARK	gogo	gogo	ɡ o ɡ o	2753	139	191	
292	BozoPondorisud	BARK	gofo	gofo	ɡ o f o	2753	142	191	
293	BozoTieyaxo	BARK	gɔlɔ	gɔlɔ	ɡ ɔ l ɔ	2753	139	191	
294	BozoTiemaCewe	BARK	guro	guro	ɡ u r o	2753	139	191	
295	SonghaiSenni	BARK	kópt-ò	kópt-ò	k ⁵/o p t + ¹/o	3611	5335 154	0	
296	Bambara	BARK	jírífárá	jírífárá	dʒ ⁵/i r ⁵/i + f ⁵/a r ⁵/a	2794	4907 4908	0	
297	Soninke	BARK	kórómè	kórómè	k ⁵/o r ⁵/o + m ¹/e	2753	139 155	191	
298	ToroSo	BARK	yóórú	yóórú	j ⁵/oː r ⁵/u	669	157	0	
299	BonduSo	BARK	kómí-lòŋ	kómí-lòŋ	k ⁵/o m ⁵/i + l ¹/o ŋ	603	142 144	0	
#
300	Penange	BE ALIVE	[ɲàŋgù ní] bò	ɲàŋgù-ní_bò	ɲ ¹/a ⁿɡ ¹/u + n ⁵/i + b ¹/o	712	168 172 176	0	
301	TomoKan	BE ALIVE	cìnìhú:ⁿ yɔ́ wɔ́	cìnìhú:ⁿ-yɔ́_wɔ́	tʃ ¹/i n ¹/i h ∼⁵/ũ: + j ⁵/ɔ + w ⁵/ɔ	741	178 166 169	0	
302	Mombo	BE ALIVE	ɲáŋgù ndò ò-bó	ɲáŋgù-ndò_ò-bó	ɲ ⁵/a + ⁿɡ ¹/u + ⁿd ¹/o + ¹/o + b ⁵/o	728	168 173 174 162 169	0	
303	Jamsay	BE ALIVE	yɛ́ yìné	yɛ́_yìné	j ⁵/ɛ + j ¹/i n ⁵/e	723	166 171	0	
304	BonduSo	BE ALIVE	[kínjàn mà] bò	kínjàn-mà_bò	k ⁵/i ⁿdʒ ¹/a m ¹/a + b ¹/o	695	161 166 169	0	
305	Bunoge	BE ALIVE	[ɲàŋgò ndó] bò	ɲàŋgò-ndó_bò	ɲ ¹/a ⁿɡ ¹/o + ⁿd ⁵/o + b ¹/o	712	168 162 169	0	
306	Nanga	BE ALIVE	[úmá ŋá] bě:	úmá-ŋá_bě:	⁵/u m ⁵/a + ŋ ⁵/a + b ¹⁵/eː	730	175 172 165	0	
307	YornoSo	BE ALIVE	ɔ́:ⁿ, yìwⁿɛ̌-n	yìwⁿɛ̌-n	j ¹/i w̃ ¹⁵/ɛ + n	751	175 180	0	
308	TommoSo	BE ALIVE	kɔ̂, nínnɛ́, yìmɛ̀-lí, úmɔ́	nínnɛ́	n ⁵/i n n ⁵/ɛ	717	162	0	
309	DogulDom	BE ALIVE	nìnné	nìnné	n ¹/i n n ⁵/e	717	162	0	
310	BankanTey	BE ALIVE	yá wú:rà kàŋ sò	yá_wú:rà-kàŋ_sò	j ⁵/a + w ⁵/uː r ¹/a + k ¹/a ŋ + s ¹/o	690	163 164 165 162	0	
311	ToroTegu	BE ALIVE	àrⁿá	bǎyⁿ	b ¹⁵/a ∼/j	745	179	0	
312	Bangime	BE ALIVE	bɔ̄n-dɔ̀	bɔ̄n-dɔ̀	b ³/ɔ n + d ¹/ɔ	2375	4918 4919	0	
313	Fulfulde	BE ALIVE	wuurude	wuur-ude	w uː r + u d e	62	5273 170	0	
314	BozoDebo	BE ALIVE	bira	bira	b i r a	2797	167	0	
315	BozoKorondougounord	BE ALIVE	bilaⁿ	bilaⁿ	b i l ã	2797	167	0	
316	BozoKorondougousud	BE ALIVE	bila	bila	b i l a	2797	167	0	
317	BozoKotya	BE ALIVE	bila	bila	b i l a	2797	167	0	
318	BozoPondorinord	BE ALIVE	bira	bira	b i r a	2797	167	0	
319	BozoPondorisud	BE ALIVE	bira	bira	b i r a	2797	167	0	
320	BozoTieyaxo	BE ALIVE	bilaⁿ	bilaⁿ	b i l ã	2797	167	0	
321	BozoTiemaCewe	BE ALIVE	bira	bira	b i r a	2797	167	0	
322	Jenaama	BE ALIVE	bílá-nà	bílá-nà	b ⁵/i l ⁵/a + n ¹/a	2797	167 0	0	
323	SonghaiSenni	BE ALIVE	húná	húná	h ⁵/u n ⁵/a	3625	177	0	
324	SonghaiKiini	BE ALIVE	húná	húná	h ⁵/u n ⁵/a	3625	177	0	
#
325	SonghaiSenni	BEARD	kà:bè	kà:bè	k ¹/aː b ¹/e	3638	191	0	
326	Mombo	BEARD	bé:ⁿ kùlɛ̀	bé:ⁿ_kùlɛ̀	b ⁵/ẽː + k ¹/u l ¹/ɛ	765	182 186	0	
327	DonnoSo	BEARD	bɛ̀:-kèŋgèlé	bɛ̀:_kèŋgèlé	b ¹/ɛː + k ¹/e + ⁿɡ ¹/e + l ⁵/e	796	182 186 184 186	0	
328	Jamsay	BEARD	bɛ̀w kúrɔ́	bɛ̀w_kúrɔ́	b ¹/ɛ w + k ⁵/u r ⁵/ɔ	765	182 186	0	
329	TomoKan	BEARD	byà:	byà:	b j ¹/aː	829	182	0	
330	Penange	BEARD	dɔ́mjɔ́-kùlɛ̀	dɔ́mjɔ́-kùlɛ̀	d ⁵/ɔ̃ dʒ ⁵/ɔ + k ¹/u l ¹/ɛ	791	185 186	0	
331	TebulUre	BEARD	bèyà:-kúlà	bèyà:-kúlà	b ¹/e j ¹/aː + k ⁵/u l ¹/a	765	182 186	0	
332	TogoKan	BEARD	bɛ̌	bɛ̌	b ¹⁵/ɛ	759	182	0	
333	YornoSo	BEARD	bɛ̌:	bɛ̌:	b ¹⁵/ɛː	759	182	0	
334	DogulDom	BEARD	bɛ̂:ⁿ	bɛ̂:ⁿ	b ⁵¹/ɛ̃ː	759	182	0	
335	BonduSo	BEARD	bɛ̂:-ŋgò	bɛ̂:-ŋgò	b ⁵¹/ɛː + ⁿɡ ¹/o	765	182 184	0	
336	Nanga	BEARD	bɛ̀-bɛ᷈:	bɛ̀-bɛ᷈:	b ¹/ɛ + b ¹⁵¹/ɛː	759	182 182	0	
337	PergeTegu	BEARD	bɛ̀-bɛ̌w	bɛ̀-bɛ̌w	b ¹/ɛ + b ¹⁵/ɛ + w	759	182 182 684	0	
338	TommoSo	BEARD	bɛ̀ɛ́	bɛ̀ɛ́	b ¹⁵/ɛː	759	182	0	
339	BenTey	BEARD	bɛ᷈yⁿ	bɛ᷈yⁿ	b ɛ̃ + j̃	759	182 183	0	
340	YandaDom	BEARD	bìyà-kùlà	bìyà-kùlà	b ¹/i j ¹/a + k ¹/u l ¹/a	765	182 186	0	
341	Bunoge	BEARD	ʔɔ̀ndɔ́-kùlɛ̀	ʔɔ̀ndɔ́-kùlɛ̀	ʔ ¹/ɔ̃ d ⁵/ɔ + k ¹/u l ¹/ɛ	791	185 186	0	
342	Bangime	BEARD	sèmbò	sèmbò	s ¹/e ⁿb ¹/o	2387	4920	251	
343	Fulfulde	BEARD	waare	waare	w aː r e	75	188	0	
344	Jenaama	BEARD	ʃìmbò-cí	ʃìmbò-cí	ʃ ¹/i ⁿb ¹/o + tʃ ⁵/i	2832	181 189	251	
345	TiranigeDiga	BEARD	dǎ:	yéná kùlèŋgé	j ⁵/e n ⁵/a + k ¹/u l ¹/e + ⁿɡ ⁵/e	821	192 186 184	0	
346	BankanTey	BEARD	bɛ᷈yⁿ	bɛ᷈yⁿ	b ɛ̃ + j̃	759	182 183	0	
347	ToroTegu	BEARD	wélú	bɛ̌w	b ¹⁵/ɛ + w	759	182 684	0	
348	BozoDebo	BEARD	sɛⁿbotii	sɛⁿbotii	s ɛ̃ b o + t iː	2832	181 189	251	
349	BozoKorondougounord	BEARD	sɛⁿbotii	sɛⁿbotii	s ɛ̃ b o + t iː	2832	181 189	251	
350	BozoKorondougousud	BEARD	suⁿbuti	suⁿbuti	s ũ b u + t i	2832	181 189	251	
351	BozoKotya	BEARD	cɛⁿbotii	cɛⁿbotii	tʃ ɛ̃ b o + t iː	2832	181 189	251	
352	BozoTiemaCewe	BEARD	coⁿbotiⁿiⁿ	coⁿbotiⁿiⁿ	tʃ õ b o + t ĩː	2832	181 189	251	
353	Bambara	BEARD	tèmbè-kú:	tèmbè-kú:	t ¹/e ⁿb ¹/e + k ⁵/uː	2832	181 4921	251	
#
354	BozoHainyaxo	BEAUTIFUL	hárámpárè	hárámpárè	h ⁵/a r ⁵/a ᵐp ⁵/a r ¹/e	2870	197	0	
355	BozoHainyaxo	BEAUTIFUL	cɛ̀ɲí	cɛ̀ɲí	tʃ ¹/ɛ + ɲ ⁵/i	2897	209 0	0	
356	Jenaama	BEAUTIFUL	māɲɔ̄wⁿ	māɲɔ̄wⁿ	m ³/a + ɲ ³/ɔ + w̃	2880	202 203 204	0	
357	SonghaiSenni	BEAUTIFUL	mù:l-íyà	mù:l-íyà	m ¹/uː l + ⁵/i j ¹/a	3646	206 207	0	
358	ToroTegu	BEAUTIFUL	jɛ̀rⁿú	jɛ̀rⁿú	dʒ ¹/ɛ r̃ ⁵/u	885	194	0	
359	BenTey	BEAUTIFUL	ɛ̀sú	ɛ̀sú	¹/ɛ s ⁵/u	839	194	0	
360	BankanTey	BEAUTIFUL	ɛ́sù-m	ɛ́sù-m	⁵/ɛ s ¹/u + m	839	194 195	0	
361	Nanga	BEAUTIFUL	ɛ̀sí	ɛ̀sí	¹/ɛ s ⁵/i	839	194	0	
362	TogoKan	BEAUTIFUL	sɛ́ⁿ	sɛ́ⁿ	s ⁵/ɛ̃	839	199	0	
363	YornoSo	BEAUTIFUL	ɛ̀jú	ɛ̀jú	¹/ɛ dʒ ⁵/u	850	194	0	
364	DogulDom	BEAUTIFUL	nálìyò	nálì-yò	n ⁵/a l ¹/i + j ¹/o	845	196 200	0	
365	TebulUre	BEAUTIFUL	ɛ́dɛ̀:	ɛ́dɛ̀:	⁵/ɛ d ¹/ɛː	850	194	0	
366	YandaDom	BEAUTIFUL	ɛ̀zù, síyɛ́	ɛ̀zù	¹/ɛ z ¹/u	839	194	0	
367	BonduSo	BEAUTIFUL	nálɛ́:	nálɛ́:	n ⁵/a l ⁵/ɛː	845	196	0	
368	Bunoge	BEAUTIFUL	sèlè	sèlè	s ¹/e l ¹/e	845	199	0	
369	DonnoSo	BEAUTIFUL	ɛ̀dú	ɛ̀dú	¹/ɛ d ⁵/u	850	194	0	
370	Jamsay	BEAUTIFUL	ɛju	ɛju	ɛ dʒ u	850	194	0	
371	Mombo	BEAUTIFUL	yá:gá	yá:gá	j ⁵/aː ɡ ⁵/a	834	205	0	
372	Penange	BEAUTIFUL	yágá	yágá	j ⁵/a ɡ ⁵/a	834	205	0	
373	TiranigeDiga	BEAUTIFUL	yágá, pí:jà	yágá	j ⁵/a ɡ ⁵/a	834	205	0	
374	YandaDom	BEAUTIFUL	ɛ̀zù	ɛ̀zù	¹/ɛ z ¹/u	839	194	0	
375	Bangime	BEAUTIFUL	báákò	báákò	b ⁵/aː k ¹/o	2399	193	0	
376	Fulfulde	BEAUTIFUL	lobb	lobbo	l o b b o	86	201	285	
377	PergeTegu	BEAUTIFUL	nɛ́	ɛ̀sú	¹/ɛ s ⁵/u	839	194	0	
378	TommoSo	BEAUTIFUL	té:	ɛ̀sú	¹/ɛ s ⁵/u	839	194	0	
379	BonduSo	BEAUTIFUL	lóbbó	lóbbó	l ⁵/o b b ⁵/o	857	208	285	
#
380	Bangime	BEGIN	tììndà	tììn-dà	t ¹/iː n + d ¹/a	2411	4922 0	1	
381	Fulfulde	BEGIN	fuɗɗude	fuɗɗ-ude	f u ɗ ɗ + u d e	100	5274 219	0	
382	Jenaama	BEGIN	ǹsīnì	ǹsīnì	n s ³/i + n ¹/i	2920	220 216	2	
383	SonghaiSenni	BEGIN	síntîn	síntîn	s ⁵/i n + t ⁵¹/i n	3653	222 814	2	
384	SonghaiKiini	BEGIN	síntîn	síntîn	s ⁵/i n + t ⁵¹/i n	3653	222 814	2	
385	ToroTegu	BEGIN	dɛ̀wrú	dɛ̀wrú	d ¹/ɛ w + r ⁵/u	966	223 50	0	
386	BenTey	BEGIN	túmdí	túmdí	t ⁵/u m + d ⁵/i	907	214 212	1	
387	BankanTey	BEGIN	túmbírí	túmbí-rí	t ⁵/u m + b ⁵/i + r ⁵/i	912	210 213 50	1	
388	Nanga	BEGIN	tɔ́rɔ́	tɔ́rɔ́	t ⁵/ɔ r ⁵/ɔ	905	217	0	
389	Gourou	BEGIN	túmnó	túmnó	t ⁵/u m + n ⁵/o	917	214 216	0	
390	YornoSo	BEGIN	tɔ́lɔ́, túmɔ́-rɔ́	tɔ́lɔ́	t ⁵/ɔ l ⁵/ɔ	905	217	0	
391	TommoSo	BEGIN	tɔ́lɔ́	tɔ́lɔ́	t ⁵/ɔ l ⁵/ɔ	905	217	0	
392	DogulDom	BEGIN	tɔ́lɛ̀	tɔ́lɛ̀	t ⁵/ɔ l ¹/ɛ	905	217	0	
393	TebulUre	BEGIN	tɔ́: (tɔ́:-tì-, neg twà:-lí)	tɔ́:	t ⁵/ɔː	905	217	0	
394	BonduSo	BEGIN	jàŋgí, ŋwɛ	jàŋgí	dʒ ¹/a ⁿɡ ⁵/i	905	215	0	
395	Bunoge	BEGIN	dɔ́gúlɛ̀	dɔ́gúlɛ̀	d ⁵/ɔ ɡ ⁵/u + l ¹/ɛ	905	215 213	0	
396	Mombo	BEGIN	dɔ́gɛ́	dɔ́gɛ́	d ⁵/ɔ ɡ ⁵/ɛ	905	215	0	
397	Jamsay	BEGIN	túmnó	túmnó	t ⁵/u m + n ⁵/o	917	214 216	0	
398	DonnoSo	BEGIN	tɔ́lɔ̀	tɔ́lɔ̀	t ⁵/ɔ l ¹/ɔ	905	217	0	
399	TiranigeDiga	BEGIN	túmbúlɔ́, dɛ́bɛ́	túmbúlɔ́	t ⁵/u m + b ⁵/u + l ⁵/ɔ	912	210 213 50	1	
400	YandaDom	BEGIN	nɔ́	nɔ́	n ⁵/ɔ	943	221	0	
401	PergeTegu	BEGIN	nɔ́:	nɔ́:	n ɔː	943	221	0	
402	Nanga	BEGIN	núyⁿ	núyⁿ	n ⁵/u + ∼/j	943	225 0	0	
403	YornoSo	BEGIN	yó:	yó:	j ⁵/oː	978	221	0	
404	Penange	BEGIN	dɔ́gú-lɛ̀	dɔ́gú-lɛ̀	d ⁵/ɔ ɡ ⁵/u + l ¹/ɛ	905	215 213	0	
405	TogoKan	BEGIN	tɔ́rɔ́	tɔ́rɔ́	t ⁵/ɔ r ⁵/ɔ	905	217	0	
406	BozoTiemaCewe	BEGIN	jóŋŋà	jóŋŋà	dʒ ⁵/o ŋ + ŋ ¹/a	2908	214 216	0	
407	BozoTiemaCewe	BEGIN	jóppà	jóppà	dʒ ⁵/o p + p ¹/a	2908	224 32	0	
408	BozoTiemaCewe	BEGIN	dámìnɛ́	dámìnɛ́	d ⁵/a + m ¹/i n ⁵/ɛ	2943	217 226	0	
409	Bambara	BEGIN	dábɔ́	dábɔ́	d ⁵/a b ⁵/ɔ	2899	4893	0	
410	ToroSo	BEGIN	tɔ́lɔ́	tɔ́lɔ́	t ⁵/ɔ l ⁵/ɔ	905	217	0	
411	ToroSo	BEGIN	tábí	tábí	t ⁵/a b ⁵/i	905	210	0	
412	BonduSo	BEGIN	jáŋɡí	jáŋɡí	dʒ ⁵/a ⁿɡ ⁵/i	905	215	0	
#
413	Bambara	BELLY	fùrú	fùrú	f ¹/u r ⁵/u	2946	5131	30	
414	Bambara	BELLY	fùrùkóló	fùrùkóló	f ¹/u r ¹/u + k ⁵/o l ⁵/o	2978	5131 5132	0	
415	Soninke	BELLY	kùùsê	kùùsê	k ¹/uː s ⁵¹/e	2951	238	337	
416	SonghaiSenni	BELLY	fúttó	fúttó	f ⁵/u t t + ⁵/o	3673	236 237	30	
417	ToroTegu	BELLY	bèté, pùró	bèté	b ¹/e t ⁵/e	992	228	0	
418	BenTey	BELLY	pìré	pìré	p ¹/i r ⁵/e	992	228	0	
419	Nanga	BELLY	bèndé	bèndé	b ¹/e ⁿd ⁵/e	992	228	0	
420	PergeTegu	BELLY	bɛ̀rɛ́	bɛ̀rɛ́	b ¹/ɛ r ⁵/ɛ	992	228	0	
421	TogoKan	BELLY	bǐn, bìní	bǐn	b ¹⁵/i n	1047	228	0	
422	DogulDom	BELLY	bɛ̀rɔ́:	bɛ̀rɔ́:	b ¹/ɛ r ⁵/ɔː	992	228	0	
423	TebulUre	BELLY	bɛ̀rǎ:	bɛ̀rǎ:	b ¹/ɛ r ¹⁵/aː	992	228	0	
424	YandaDom	BELLY	bɛ̀dɛ̀	bɛ̀dɛ̀	b ¹/ɛ d ¹/ɛ	992	228	0	
425	BonduSo	BELLY	kûl	kûl	k ⁵¹/u l	996	230	337	
426	Ampari	BELLY	kwé: (kwé: gè)	kwé:	k w ⁵/eː	987	227	0	
427	Bunoge	BELLY	dólè	dólè	d ⁵/o l ¹/e	1009	231	0	
428	Jamsay	BELLY	bɛrɛ	bɛrɛ	b ɛ r ɛ	992	228	0	
429	DonnoSo	BELLY	bɛ̀rɛ̀_bɛ̀rɛ́	bɛ̀rɛ̀_bɛ̀rɛ́	b ¹/ɛ r ¹/ɛ + b ¹/ɛ r ⁵/ɛ	992	228 232	0	
430	TomoKan	BELLY	bìndì, bìnì	bìndì	b ¹/i ⁿd ¹/i	992	228	0	
431	Penange	BELLY	jàŋgà	jàŋgà	dʒ ¹/a ⁿɡ ¹/a	1009	235	0	
432	Mombo	BELLY	píjí	píjí	p ⁵/i dʒ ⁵/i	992	228	0	
433	TiranigeDiga	BELLY	pìndì	pìndì	p ¹/i ⁿd ¹/i	992	228	0	
434	Bangime	BELLY	kòrè	kòrè	k ¹/o r ¹/e	2427	4923	337	
435	Fulfulde	BELLY	reedu	reedu	r eː d u	109	233	0	
436	Jenaama	BELLY	nù	nù	n ¹/u	2966	234	0	
437	BankanTey	BELLY	táɡù	pìré	p ¹/i r ⁵/e	992	228	0	
438	TommoSo	BELLY	tàgú	bɛ̀rɛ́	b ¹/ɛ r ⁵/ɛ	992	228	0	
439	YornoSo	BELLY	tàgú	bɛ̀rɛ́	b ¹/ɛ r ⁵/ɛ	992	228	0	
440	ToroSo	BELLY	bɛ̀rɛ́	bɛ̀rɛ́	b ¹/ɛ r ⁵/ɛ	992	228	0	
441	BonduSo	BELLY	bìndú	bìndú	b ¹/i ⁿd ⁵/u	992	228	0	
#
442	Fulfulde	BELT	baggol	baggol	b a ɡ ɡ + o l	121	249 0	0	
443	Bambara	BELT	cɛ́síríláⁿ	cɛ́síríláⁿ	tʃ ⁵/ɛ + s ⁵/i r ⁵/i + l ⁵/ã	2979	5133 5134 5135	0	
444	Bangime	BELT	tààwà-m̀-bɔ́jɛ́	tààwà-m̀-bɔ́jɛ́	t ¹/aː w ¹/a + m + b ⁵/ɔ j ⁵/ɛ	2440	4924 4925 4926	0	
445	Jenaama	BELT	kūlāàⁿ-nùmà	kūlāàⁿ-nùmà	k ³/u l ³¹/ã: + n ¹/u m ¹/a	2992	251 252	0	
446	TogoKan	BELT	dìⁿ-pègú	dìⁿ-pègú	d ĩ + p ¹/e ɡ ⁵/u	1071	239 245	0	
447	BenTey	BELT	dò:-pàgî:	dò:-pàgî:	d ¹/oː + p ¹/a ɡ + ⁵¹/iː	1071	239 245 246	0	
448	Jamsay	BELT	ìnìwⁿè-pàɣá	ìnìwⁿè-pàɣá	¹/i n ¹/i ∼/w̃ ¹/e + p ¹/a ɣ ⁵/a	1086	250 245	0	
449	BonduSo	BELT	págú-rú	págú-rú	p ⁵/a ɡ ⁵/u + r ⁵/u	1077	245 247	0	
450	Mombo	BELT	pɔ̀ndì síŋgí	pɔ̀ndì-síŋgí	p ¹/ɔ ⁿd ¹/i + s ⁵/i + ⁿɡ ⁵/i	1094	253 240 241	0	
451	Nanga	BELT	pógírí	pógírí	p ⁵/o ɡ ⁵/i + r ⁵/i	1077	245 247	0	
452	YornoSo	BELT	pógùrù	pógùrù	p ⁵/o ɡ ¹/u + r ¹/u	1077	245 247	0	
453	TebulUre	BELT	pógúrúgó	pógúrúgó	p ⁵/o ɡ ⁵/u + r ⁵/u ɡ ⁵/o	1077	245 247	0	
454	DogulDom	BELT	pógùrù-ŋ̀ (pl pógùrù yà:)	pógùrù-ŋ̀	p ⁵/o ɡ ¹/u + r ¹/u + ŋ	1077	245 247 248	0	
455	TiranigeDiga	BELT	sǽ:ⁿty:r	sǽ:ⁿty:r	s ⁵/æ̃ː t j j r	1098	240	0	
456	TommoSo	BELT	sèntír, pógúrú	pógúrú	p ⁵/o ɡ ⁵/u + r ⁵/u	1077	245 247	0	
#
457	ToroTegu	BESIDE	[X zɛ̀là] kù	kù	k ¹/u	1105	256	31	
458	BenTey	BESIDE	[X cé:rì:] wò, [X dósù] wò	wò	w ¹/o	1108	258	0	
459	Nanga	BESIDE	[X dósî] gò, [X kérî] gò	gò	ɡ ¹/o	1105	256	31	
460	TogoKan	BESIDE	X bɛ́:-gɛ̀rɛ̀	bɛ́:gɛ̀rɛ̀	b ⁵/ɛː ɡ ¹/ɛ + r ¹/ɛ	1147	263 267	0	
461	YornoSo	BESIDE	[X gènɛ̀] ǹ	gè-nɛ̀	ɡ ¹/e + n ¹/ɛ	1159	256 266	0	
462	TommoSo	BESIDE	táŋá nɛ, dúú nɛ	táŋá-nɛ	t ⁵/a ŋ ⁵/a + n ɛ	1149	257 266	0	
463	DogulDom	BESIDE	[X bòmbò] là:	là:	l ¹/aː	1117	261	0	
464	TebulUre	BESIDE	[X dùgò] nɛ̀	nɛ̀	n ¹/ɛ	1139	266	0	
465	YandaDom	BESIDE	[X àrⁿà] nà, [X àrⁿà] bà	nà	n ¹/a	1139	266	0	
466	BonduSo	BESIDE	sɔ̀n	sɔ̀n	s ¹/ɔ n	1111	259	0	
467	Ampari	BESIDE	X jéŋ gà	jéŋgà	dʒ ⁵/e ŋ + ɡ ¹/a	1100	255 256	0	
468	Bunoge	BESIDE	X kúmà	kúmà	k ⁵/u m ¹/a	1105	260	31	
469	DonnoSo	BESIDE	[X bòmbùrù] dà:	dà:	d ¹/aː	1101	257	376	
470	TiranigeDiga	BESIDE	[X ɛ̀:lɛ́] ŋà, [X jɛ̀lɛ́] ŋà	ŋà	ŋ ¹/a	1139	266	0	
471	Mombo	BESIDE	báŋgù:ⁿ	báŋgù:ⁿ	b ⁵/a ŋ + ɡ ¹/ũ:	1100	263 256	375	
472	Penange	BESIDE	X pá ŋ̀	pá-ŋ̀	p ⁵/a + ŋ	1126	263 264	0	
