ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
6729	YornoSo	ROOT		Dogon	North-Western_Dogon	wél	wél	w ⁵/e l	1613	3408	0	
6730	TommoSo	ROOT		Dogon	South-Eastern_Dogon	wélú	wélú	w ⁵/e l ⁵/u	1613	3408	0	
6731	DogulDom	ROOT		Dogon	South-Western_Dogon	kásò:	kásò:	k ⁵/a s ¹/oː	1616	3404	0	
6732	TebulUre	ROOT		Dogon	North-Western_Dogon	díné	díné	d ⁵/i n ⁵/e	1612	3406	5466	
6733	YandaDom	ROOT		Dogon	North-Western_Dogon	dìlú, dǐl	dìlú	d ¹/i l ⁵/u	1612	3406	5466	
6734	BonduSo	ROOT		Dogon	North-Western_Dogon	wǒl-ŋgó	wǒl-ŋgó	w ¹⁵/o l + ⁿɡ ⁵/o	1615	3408 3409	0	
6735	Ampari	ROOT		Dogon	South-Western_Dogon	kɔ̀jì-dùmbè (gé, for herb), tìŋgɔ́-dùrù (gé, for tree)	kɔ̀jì-dùmbè	k ¹/ɔ dʒ ¹/i + d ¹/u ⁿb ¹/e	1611	3404 3405	0	
6736	Bunoge	ROOT		Dogon	South-Western_Dogon	kàjè (tendon), bùsùllè	kàjè	k ¹/a dʒ ¹/e	1616	3404	0	
6737	DonnoSo	ROOT		Dogon	South-Eastern_Dogon	kádù	kádù	k ⁵/a d ¹/u	1616	3404	0	
6738	TiranigeDiga	ROOT		Dogon	South-Western_Dogon	yìlìŋgè	yìlìŋgè	j ¹/i l ¹/i + ⁿɡ ¹/e	1615	3406 3409	5466	
6739	Mombo	ROOT		Dogon	South-Western_Dogon	kágì	kágì	k ⁵/a ɡ ¹/i	1616	3416	0	
6740	Penange	ROOT		Dogon	South-Western_Dogon	dúl	dúl	d ⁵/u l	1612	3406	5466	
6741	Bangime	ROOT		Isolate	Isolate	jíjíì	jíjíì	j ⁵/i j ⁵¹/iː	2526	3407	5466	
6742	Fulfulde	ROOT		Atlantic	North-Central_Atlantic	ɗaɗol	ɗaɗol	ɗ a ɗ + o l	205	309 3412	0	
6743	Jenaama	ROOT		Mande	Soninke-Bozo	pā (2)	pā	p ³/a	3214	3410	0	
6744	TomoKan	ROOT		Dogon	South-Eastern_Dogon	bɔ̀lɔ̀-wò	bɔ̀lɔ̀-wò	b ¹/ɔ l ¹/ɔ + w ¹/o	1618	3414 3420	0	
6745	Jamsay	ROOT		Dogon	North-Eastern_Dogon	tìwⁿè-bɔ̀rɔ́,_tìwⁿé_mà_bɔ̀rɔ̀-cé:ŋ	bɔ̀rɔ̀-cé:ŋ	b ¹/ɔ r ¹/ɔ + tʃ ⁵/eː + ŋ	1618	3414 3415 3413	0	
6746	BozoHainyaxo	ROOT		Mande	Soninke-Bozo	diri	diri	d i r i	3212	3406	5466	
6747	BozoPondorinord	ROOT		Mande	Soninke-Bozo	didi	didi	d i d i	3215	3406	5466	
6748	BozoTieyaxo	ROOT		Mande	Soninke-Bozo	siⁿiⁿ	siⁿiⁿ	s ĩ:	3216	3411	0	
6749	BozoPondorisud	ROOT		Mande	Soninke-Bozo	diri	diri	d i r i	3212	3406	5466	
6750	BozoKotya	ROOT		Mande	Soninke-Bozo	paja	paja	p a dʒ a	3214	3410	0	
6751	BozoTiemaCewe	ROOT		Mande	Soninke-Bozo	paaya	paaya	p aː j a	3214	3410	0	
6752	BozoDebo	ROOT		Mande	Soninke-Bozo	paja	paja	p a dʒ a	3214	3410	0	
6753	BozoKorondougounord	ROOT		Mande	Soninke-Bozo	saⁿdo	saⁿdo	s ã d o	3215	3406	0	
6754	BozoKorondougousud	ROOT		Mande	Soninke-Bozo	sɛⁿdo	sɛⁿdo	s ∼/ɛ d o	3215	3406	0	
6755	Bambara	ROOT		Mande	Western_Mande	dílí	dílí	d ⁵/i l ⁵/i	3212	3406	5466	
6756	SonghaiSenni	ROOT		Songhai	Eastern_Songhai	lìŋg-ò	lìŋg-ò	l ¹/i ⁿɡ + ¹/o	3780	3417 3418	0	
6757	ToroSo	ROOT		Dogon	South-Eastern_Dogon	wélú	wélú	w ⁵/e l ⁵/u	1613	3408	0	
6758	ToroSo	ROOT		Dogon	South-Eastern_Dogon	kɛ́ẁⁿ	kɛ́ẁⁿ	k ⁵/ɛ ∼/w̃	1617	3413	0	
6759	BonduSo	ROOT		Dogon	North-Western_Dogon	pɔ̀n-jíí	pɔ̀n-jíí	p ∼¹/ɔ dʒ ⁵/iː	1620	3410	0	
6760	SonghaiSenni	ROTTEN		Songhai	Eastern_Songhai	fúmbú	fúmbú	f ⁵/u ⁿb ⁵/u	3781	311	0	
6761	Bangime	ROTTEN		Isolate	Isolate	mɔ́ɡɔ́	mɔ́ɡɔ́	m ⁵/ɔ ɡ ⁵/ɔ	2529	3422	0	
6762	Fulfulde	ROTTEN		Atlantic	North-Central_Atlantic	ɲulude	ɲul-ude	ɲ u l + u d e	206	3429 3430	0	
6763	Jenaama	ROTTEN		Mande	Soninke-Bozo	píŋgí-nā	píŋgí-nā	p ⁵/i ⁿɡ ⁵/i + n ³/a	3222	3424 3432	0	
6764	BozoDebo	ROTTEN		Mande	Soninke-Bozo	piⁿiⁿ	piⁿiⁿ	p ĩ:	3219	3424	0	
6765	BozoHainyaxo	ROTTEN		Mande	Soninke-Bozo	foⁿŋiⁿnaⁿ	foⁿŋiⁿnaⁿ	f õ + ŋ ĩ n ã	3220	3424 3425	0	
6766	BozoKorondougounord	ROTTEN		Mande	Soninke-Bozo	piⁿi	piⁿi	p ĩ:	3219	3424	0	
6767	BozoKorondougousud	ROTTEN		Mande	Soninke-Bozo	piⁿi	piⁿi	p ĩ:	3219	3424	0	
6768	BozoKotya	ROTTEN		Mande	Soninke-Bozo	piⁿiⁿnoⁿniⁿ	piⁿiⁿnoⁿniⁿ	p ĩ: + n õ n ĩ	3220	3424 3425	0	
6769	BozoPondorinord	ROTTEN		Mande	Soninke-Bozo	piⁿiⁿ	piⁿiⁿ	p ĩ:	3219	3424	0	
6770	BozoPondorisud	ROTTEN		Mande	Soninke-Bozo	piⁿiⁿ	piⁿiⁿ	p ĩ:	3219	3424	0	
6771	BozoTieyaxo	ROTTEN		Mande	Soninke-Bozo	foyi	foyi	f o j i	3221	3426	0	
6772	BozoTiemaCewe	ROTTEN		Mande	Soninke-Bozo	poi	poi	p o i	3219	3424	0	
6773	ToroTegu	ROTTEN		Dogon	North-Eastern_Dogon	ɔ́rɔ́	ɔ́rɔ́	⁵/ɔ r ⁵/ɔ	1627	3437	0	
6774	BenTey	ROTTEN		Dogon	North-Eastern_Dogon	ɔ̀mbú	ɔ̀mbú	¹/ɔ ⁿb ⁵/u	1622	310	0	
6775	BankanTey	ROTTEN		Dogon	North-Eastern_Dogon	gɔ̀mú	gɔ̀mú	ɡ ¹/ɔ m ⁵/u	1621	3423	0	
6776	Nanga	ROTTEN		Dogon	North-Eastern_Dogon	ɔ̀mbí	ɔ̀mbí	⁵/ɔ ⁿb ⁵/i	1622	3424	0	
6777	Jamsay	ROTTEN		Dogon	North-Eastern_Dogon	ɔ̌y	ɔ̌y	¹⁵/ɔ j	1624	3431	0	
6778	TogoKan	ROTTEN		Dogon	South-Eastern_Dogon	ɔ̀mú	ɔ̀mú	¹/ɔ m ⁵/u	1621	3423	0	
6779	TommoSo	ROTTEN		Dogon	South-Eastern_Dogon	ɔ́mmáá-dɛ̀, ɲɔ̌m	ɔ́mmáá-dɛ̀	⁵/ɔ m m ⁵/aː + d ¹/ɛ	1625	3427 3434	0	
6780	DogulDom	ROTTEN		Dogon	South-Western_Dogon	ɔ́mmɔ̀-ŋ̀	ɔ́mmɔ̀-ŋ̀	⁵/ɔ m m ¹/ɔ + ŋ	1625	3427 3428	0	
6781	TebulUre	ROTTEN		Dogon	North-Western_Dogon	gɔ́mɛ̀://gɔ́m-gɔ̀//gɔ́m-bɔ̀	gɔ́mɛ̀:	ɡ ⁵/ɔ m ¹/ɛː	1621	3423	0	
6782	YandaDom	ROTTEN		Dogon	North-Western_Dogon	gɔ̌m	gɔ̌m	ɡ ¹⁵/ɔ m	1621	3423	0	
6783	BonduSo	ROTTEN		Dogon	North-Western_Dogon	gɔ̀mɔ̂:	gɔ̀mɔ̂:	ɡ ¹/ɔ m ⁵¹/ɔː	1621	3423	0	
6784	Bunoge	ROTTEN		Dogon	South-Western_Dogon	gɔ̀mɛ̀	gɔ̀mɛ̀	ɡ ¹/ɔ m ¹/ɛ	1621	3423	0	
6785	DonnoSo	ROTTEN		Dogon	South-Eastern_Dogon	ɔ́mmù	ɔ́mmù	⁵/ɔ m m ¹/u	1625	3427	0	
6786	TiranigeDiga	ROTTEN		Dogon	South-Western_Dogon	gɔ́mɛ́-sá	gɔ́mɛ́-sá	ɡ ⁵/ɔ m ⁵/ɛ + s ⁵/a	1621	3423 3433	0	
6787	Mombo	ROTTEN		Dogon	South-Western_Dogon	ɔ́mbɛ́	ɔ́mbɛ́	⁵/ɔ ⁿb ⁵/ɛ	1622	3424	0	
6788	PergeTegu	ROTTEN		Dogon	North-Eastern_Dogon	ɔ̀mbú	ɔ̀mbú	⁵/ɔ ⁿb ⁵/u	1622	3424	0	
6789	YornoSo	ROTTEN		Dogon	North-Western_Dogon	ɔ̀mú	ɔ̀mú	¹/ɔ m ⁵/u	1621	3423	0	
6790	SonghaiSenni	ROTTEN		Songhai	Eastern_Songhai	fùmb-ò	fùmb-ò	f ¹/u ⁿb + ¹/o	3781	3438 3439	0	
6791	Bambara	ROTTEN		Mande	Western_Mande	tòlí	tòlí	t ¹/o l ⁵/i	3218	309	0	
6792	SonghaiSenni	ROTTEN		Songhai	Eastern_Songhai	dús	dús	d ⁵/u s	3782	3421	0	
6793	ToroSo	ROTTEN		Dogon	South-Eastern_Dogon	ìlàà gábáy	ìlàà gábáy	¹/i l ¹/aː + ɡ ⁵/a b ⁵/a + j	1626	3435 3436	0	
6794	BonduSo	ROTTEN		Dogon	North-Western_Dogon	ɡɔ̀mɛ́	ɡɔ̀mɛ́	ɡ ¹/ɔ m ⁵/ɛ	1621	3423	0	
6795	SonghaiSenni	ROUGH		Songhai	Eastern_Songhai	kàs-ò	kàs-ò	k ¹/a s + ¹/o	3783	3442 3450	5539	
6796	ToroTegu	ROUGH		Dogon	North-Eastern_Dogon	gà:ⁿsú	gà:ⁿsú	ɡ ∼/ãː s ⁵/u	1628	317	5539	
6797	BenTey	ROUGH		Dogon	North-Eastern_Dogon	kúnjù-m	kúnjù-m	k ⁵/u ⁿdʒ ¹/u + m	1628	3442 3443	5539	
6798	BankanTey	ROUGH		Dogon	North-Eastern_Dogon	kà:sú	kà:sú	k ¹/aː s ⁵/u	1628	3442	5539	
6799	Nanga	ROUGH		Dogon	North-Eastern_Dogon	kùnjí	kùnjí	k ¹/u ⁿdʒ ⁵/i	1628	3442	5539	
6800	PergeTegu	ROUGH		Dogon	North-Eastern_Dogon	kùnjú	kùnjú	k ¹/u ⁿdʒ ⁵/u	1628	3442	5539	
6801	Gourou	ROUGH		Dogon	North-Eastern_Dogon	kùsú	kùsú	k ¹/u s ⁵/u	1628	3442	5539	
6802	Jamsay	ROUGH		Dogon	North-Eastern_Dogon	kùɲú	kùɲú	k ¹/u ɲ ⁵/u	1628	3442	5539	
6803	TogoKan	ROUGH		Dogon	South-Eastern_Dogon	kágájú	kágájú	k ⁵/a ɡ ⁵/a + dʒ ⁵/u	1632	3444 3445	0	
6804	TommoSo	ROUGH		Dogon	South-Eastern_Dogon	yágárú	yágárú	j ⁵/a ɡ ⁵/a + r ⁵/u	1629	3444 3441	0	
6805	DogulDom	ROUGH		Dogon	South-Western_Dogon	blɔ́lɔ̀ŋ, yágáráà	blɔ́lɔ̀ŋ	b l ⁵/ɔ l ¹/ɔ ŋ	1630	3446	0	
6806	YandaDom	ROUGH		Dogon	North-Western_Dogon	kùnzù	kùnzù	k ¹/u n + z ¹/u	1634	3442 3451	0	
6807	BonduSo	ROUGH		Dogon	North-Western_Dogon	yágàjà	yágàjà	j ⁵/a ɡ ¹/a + dʒ ¹/a	1629	3444 3445	0	
6808	TiranigeDiga	ROUGH		Dogon	South-Western_Dogon	yágárá	yágárá	j ⁵/a ɡ ⁵/a + r ⁵/a	1629	3444 3441	0	
6809	Penange	ROUGH		Dogon	South-Western_Dogon	kùrjù	kùrjù	k ¹/u r + dʒ ¹/u	1632	3449 3445	0	
6810	Mombo	ROUGH		Dogon	South-Western_Dogon	yágárá	yágárá	j ⁵/a ɡ ⁵/a + r ⁵/a	1631	3444	0	
6811	YornoSo	ROUGH		Dogon	North-Western_Dogon	kùɲú	kùɲú	k ¹/u ɲ ⁵/u	1628	3442	5539	
6812	SonghaiSenni	ROUGH		Songhai	Eastern_Songhai	kású	kású	k ⁵/a s ⁵/u	3783	3442	5539	
6813	Bangime	ROUGH		Isolate	Isolate	sɔ̀ɡɔ́j-bɛ̀	sɔ̀ɡɔ́j-bɛ̀	s ¹/ɔ ɡ ⁵/ɔ j + b ¹/ɛ	2530	3440 4857	0	
6814	Fulfulde	ROUGH		Atlantic	North-Central_Atlantic	ɲaadeede	ɲaad-eede	ɲ aː d + eː d e	208	3447 3448	0	
6815	ToroTegu	RUN		Dogon	North-Eastern_Dogon	zɔ̌w	zɔ̌w	z ¹⁵/ɔ w	1639	3454	0	
6816	Gourou	RUN		Dogon	North-Eastern_Dogon	zɔ̀wɔ́	zɔ̀wɔ́	z ¹/ɔ w ⁵/ɔ	1639	3454	0	
6817	YornoSo	RUN		Dogon	North-Western_Dogon	jɔ̀bɔ́-	jɔ̀bɔ́	dʒ ¹/ɔ b ⁵/ɔ	1638	3454	0	
6818	TommoSo	RUN		Dogon	South-Eastern_Dogon	jɔ̀bɔ́	jɔ̀bɔ́	dʒ ¹/ɔ b ⁵/ɔ	1638	3454	0	
6819	DogulDom	RUN		Dogon	South-Western_Dogon	jòbé	jòbé	dʒ ¹/o b ⁵/e	1638	3454	0	
6820	TebulUre	RUN		Dogon	North-Western_Dogon	zòbɔ́ (zòbɔ́-tì-)	zòbɔ́	z ¹/o b ⁵/ɔ	1638	3454	0	
6821	YandaDom	RUN		Dogon	North-Western_Dogon	zɔ̀bɔ́	zɔ̀bɔ́	z ¹/ɔ b ⁵/ɔ	1638	3454	0	
6822	BonduSo	RUN		Dogon	North-Western_Dogon	yɔ̀bɛ́	yɔ̀bɛ́	j ¹/ɔ b ⁵/ɛ	1636	3454	0	
6823	Bunoge	RUN		Dogon	South-Western_Dogon	dú:nì	dú:nì	d ⁵/uː n ¹/i	1637	3452	0	
6824	TiranigeDiga	RUN		Dogon	South-Western_Dogon	dú:rú-yó (Boui), dúrú-yó (Ningo)	dú:rú-yó	d ⁵/uː r ⁵/u + j ⁵/o	1640	320 3460	5572	
6825	Mombo	RUN		Dogon	South-Western_Dogon	dúgúrè	dúgúrè	d ⁵/u ɡ ⁵/u + r ¹/e	1635	3452 3453	83	
6826	Penange	RUN		Dogon	South-Western_Dogon	dúgú-rè	dúgú-rè	d ⁵/u ɡ ⁵/u + r ¹/e	1635	3452 3453	83	
6827	Bangime	RUN		Isolate	Isolate	tìɡɛ̀-rɛ̀	tìɡɛ̀-rɛ̀	t ¹/i ɡ ¹/ɛ + r ¹/ɛ	2531	319 4875	83	
6828	Fulfulde	RUN		Atlantic	North-Central_Atlantic	doggude	dogg-ude	d o ɡ ɡ + u d e	209	3456 3457	83	
6829	Jenaama	RUN		Mande	Soninke-Bozo	kə̀ (2)	kə̀	k ¹/ə	3225	3458	0	
6830	BankanTey	RUN		Dogon	North-Eastern_Dogon	yɔ̀wɔ́	yɔ̀wɔ́	j ¹/ɔ w ⁵/ɔ	1636	3454	0	
6831	BenTey	RUN		Dogon	North-Eastern_Dogon	yɔ̀ɣɔ́	yɔ̀ɣɔ́	j ¹/ɔ ɣ ⁵/ɔ	1636	3455	0	
6832	Nanga	RUN		Dogon	North-Eastern_Dogon	yɔ̀gɔ́	yɔ̀gɔ́	j ¹/ɔ ɡ ⁵/ɔ	1636	3455	0	
6833	PergeTegu	RUN		Dogon	North-Eastern_Dogon	jɔ̀wɔ́	jɔ̀wɔ́	dʒ ¹/ɔ w ⁵/ɔ	1638	3454	0	
6834	TogoKan	RUN		Dogon	South-Eastern_Dogon	jɔ̀wɔ́	jɔ̀wɔ́	dʒ ¹/ɔ w ⁵/ɔ	1638	3454	0	
6835	Jamsay	RUN		Dogon	North-Eastern_Dogon	jɔ̀wɔ́	jɔ̀wɔ́	dʒ ¹/ɔ w ⁵/ɔ	1638	3454	0	
6836	BozoDebo	RUN		Mande	Soninke-Bozo	hoolu	hoolu	h oː l u	3224	3454	0	
6837	BozoDebo	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6838	BozoKorondougounord	RUN		Mande	Soninke-Bozo	xeele	xeele	eː l e	3224	318	0	
6839	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6840	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6841	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kiɛrɛ	kiɛrɛ	k i ɛ r ɛ	3225	3458	0	
6842	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6843	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6844	BozoKorondougounord	RUN		Mande	Soninke-Bozo	kie	kie	k i e	3225	3458	0	
6845	BozoKorondougounord	RUN		Mande	Soninke-Bozo	wùrú	wùrú	w ¹/u r ⁵/u	3226	3459	5572	
6846	BozoKorondougounord	RUN		Mande	Soninke-Bozo	bòlí	bòlí	b ¹/o l ⁵/i	3224	3461	0	
6847	SonghaiSenni	RUN		Songhai	Eastern_Songhai	zùrù	zùrù	z ¹/u r ¹/u	3784	319	5572	
6848	ToroSo	RUN		Dogon	South-Eastern_Dogon	jóbú	jóbú	dʒ ⁵/o b ⁵/u	1638	3454	0	
6849	ToroSo	RUN		Dogon	South-Eastern_Dogon	ʤɔ́bɔ́	ʤɔ́bɔ́	dʒ ⁵/ɔ b ⁵/ɔ	1638	3454	0	
6850	BonduSo	RUN		Dogon	North-Western_Dogon	yɔ̀bɛ́	yɔ̀bɛ́	j ¹/ɔ b ⁵/ɛ	1636	3454	0	
6851	SonghaiSenni	SALT		Songhai	Eastern_Songhai	kìr-ò	kìr-ò	k ¹/i r + ¹/o	3785	320 3473	0	
6852	ToroTegu	SALT		Dogon	North-Eastern_Dogon	nɛ̌ŋ	nɛ̌ŋ	n ¹⁵/ɛ + ŋ	1642	3467 3468	0	
6853	BenTey	SALT		Dogon	North-Eastern_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6854	Nanga	SALT		Dogon	North-Eastern_Dogon	nɛ̀:mí	nɛ̀:mí	n ¹/ɛː + m ⁵/i	1642	3467 3462	0	
6855	TogoKan	SALT		Dogon	South-Eastern_Dogon	mɛ̌:	mɛ̌:	m ¹⁵/ɛː	1641	3462	85	
6856	DogulDom	SALT		Dogon	South-Western_Dogon	něm	něm	n ¹⁵/e + m	1642	3467 3468	0	
6857	TebulUre	SALT		Dogon	North-Western_Dogon	nèmé	nèmé	n ¹/e + m ⁵/e	1642	3467 3462	0	
6858	YandaDom	SALT		Dogon	North-Western_Dogon	nɛ̀m	nɛ̀m	n ¹/ɛ + m	1642	3467 3468	0	
6859	BonduSo	SALT		Dogon	North-Western_Dogon	nɛ̌m-gó	nɛ̌m-gó	n ¹⁵/ɛ m + ɡ ⁵/o	1643	3467 3469	0	
6860	Ampari	SALT		Dogon	South-Western_Dogon	mɛ̀njɛ́ (mɛ̀njɛ́ gè)	mɛ̀njɛ́	m ¹/ɛ + ⁿdʒ ⁵/ɛ	1641	3462 3463	85	
6861	Bunoge	SALT		Dogon	South-Western_Dogon	kómúnù	kómúnù	k ⁵/o m ⁵/u + n ¹/u	1644	320 3466	95	
6862	DonnoSo	SALT		Dogon	South-Eastern_Dogon	něŋ	něŋ	n ¹⁵/e + ŋ	1642	3467 3468	0	
6863	TiranigeDiga	SALT		Dogon	South-Western_Dogon	nɛ́wⁿ	nɛ́wⁿ	n ⁵/ɛ + ∼/w̃	1642	3467 3468	0	
6864	Mombo	SALT		Dogon	South-Western_Dogon	nêwⁿ	nêwⁿ	n ⁵¹/e + ∼/w̃	1642	3467 3468	0	
6865	Bangime	SALT		Isolate	Isolate	ʤɛ́nʤɛ̄	ʤɛ́nʤɛ̄	dʒ ⁵/ɛ + ⁿdʒ ³/ɛ	2532	3465 3466	85	
6866	Fulfulde	SALT		Atlantic	North-Central_Atlantic	mbelɗam	mbelɗam	ⁿb e l ɗ a + m	210	3470 3471	0	
6867	Jenaama	SALT		Mande	Soninke-Bozo	kùwɔ̀	kùwɔ̀	k ¹/u + w ¹/ɔ	3230	3464 3472	95	
6868	BankanTey	SALT		Dogon	North-Eastern_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6869	Penange	SALT		Dogon	South-Western_Dogon	nɛ̀m	nɛ̀m	n ¹/ɛ + m	1642	3467 3468	0	
6870	PergeTegu	SALT		Dogon	North-Eastern_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6871	TommoSo	SALT		Dogon	South-Eastern_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6872	TomoKan	SALT		Dogon	South-Eastern_Dogon	míyɛ̀ⁿ	míyɛ̀ⁿ	m ⁵/i + j ∼/ɛ	1641	3462 3474	85	
6873	YornoSo	SALT		Dogon	North-Western_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6874	Jamsay	SALT		Dogon	North-Eastern_Dogon	nɛ̌m	nɛ̌m	n ¹⁵/ɛ + m	1642	3467 3468	0	
6875	BozoHainyaxo	SALT		Mande	Soninke-Bozo	hɔlɔ	hɔlɔ	h ɔ l ɔ	3229	3464	0	
6876	BozoPondorinord	SALT		Mande	Soninke-Bozo	kwɔ	kwɔ	k w ɔ	3228	3464	0	
6877	BozoTieyaxo	SALT		Mande	Soninke-Bozo	xɔlɔ	xɔlɔ	ɔ l ɔ	3229	3464	0	
6878	BozoPondorisud	SALT		Mande	Soninke-Bozo	kwɔ	kwɔ	k w ɔ	3228	3464	0	
6879	BozoKotya	SALT		Mande	Soninke-Bozo	kɔɔ	kɔɔ	k ɔː	3227	3464	0	
6880	BozoTiemaCewe	SALT		Mande	Soninke-Bozo	kɔrɔ	kɔrɔ	k ɔ r ɔ	3227	3464	0	
6881	BozoDebo	SALT		Mande	Soninke-Bozo	kwɔɔ	kwɔɔ	k w ɔː	3228	3464	0	
6882	BozoKorondougounord	SALT		Mande	Soninke-Bozo	kwa	kwa	k w a	3228	3464	0	
6883	BozoKorondougousud	SALT		Mande	Soninke-Bozo	kuwɔ	kuwɔ	k u w ɔ	3228	3464	0	
6884	Bambara	SALT		Mande	Western_Mande	kɔ̀gɔ́	kɔ̀gɔ́	k ¹/ɔ ɡ ⁵/ɔ	3227	3464	0	
6886	ToroSo	SALT		Dogon	South-Eastern_Dogon	nɛ̀wⁿú	nɛ̀wⁿú	n ¹/ɛ + ∼/w̃ ⁵/u	1642	3467 3462	0	
6887	ToroSo	SALT		Dogon	South-Eastern_Dogon	nèẃ	nèẃ	n ¹/e + w	1642	3467 3468	0	
6888	BonduSo	SALT		Dogon	North-Western_Dogon	nɛ́mù	nɛ́mù	n ⁵/ɛ + m ¹/u	1642	3467 3462	0	
9658	SonghaiKiini	SALT		Songhai	Eastern_Songhai	kìrì	kìr-ì	k ¹/i r + ¹/i	3785	320 4899	0	
6889	Bangime	SAND		Isolate	Isolate	ɲíímbɛ̀	ɲíímbɛ̀	ɲ ⁵/iː + ⁿb ¹/ɛ	2533	3477 3478	0	
6890	Fulfulde	SAND		Atlantic	North-Central_Atlantic	njaareendi	njaareendi	ⁿdʒ aː r eː + ⁿd i	211	3489 3490	0	
6891	Jenaama	SAND		Mande	Soninke-Bozo	sɔ̀ⁿ-sɔ̀ⁿ	sɔ̀ⁿ-sɔ̀ⁿ	s ɔ̃ + s ɔ̃	3233	3476	5607	
6892	BozoHainyaxo	SAND		Mande	Soninke-Bozo	tɔɔ	tɔɔ	t ɔː	3231	3476	0	
6893	BozoPondorinord	SAND		Mande	Soninke-Bozo	sieⁿ	sieⁿ	s ĩ ẽ	3233	3483	5607	
6894	BozoTieyaxo	SAND		Mande	Soninke-Bozo	xaⁿmu	xaⁿmu	x ã m u	3232	3484	0	
6895	BozoPondorisud	SAND		Mande	Soninke-Bozo	siɛⁿdu	siɛⁿdu	s ĩ ∼/ɛ d u	3234	3483	5611	
6896	BozoKotya	SAND		Mande	Soninke-Bozo	cɔⁿcɔⁿ	cɔⁿcɔⁿ	tʃ ɔ̃ + tʃ ɔ̃	3231	3476	0	
6897	BozoTiemaCewe	SAND		Mande	Soninke-Bozo	kɛⁿɛⁿɲɛⁿ	kɛⁿɛⁿɲɛⁿ	k ∼/ɛ: + ɲ ∼/ɛ	3235	3485	0	
6898	BozoDebo	SAND		Mande	Soninke-Bozo	soⁿsoⁿ	soⁿsoⁿ	s õ + s õ	3233	3483	5607	
6899	BozoKorondougounord	SAND		Mande	Soninke-Bozo	sieⁿsioⁿ	sieⁿsioⁿ	s ĩ ẽ + s i õ	3233	3483	5607	
6900	BozoKorondougousud	SAND		Mande	Soninke-Bozo	siⁿɛⁿsiⁿoⁿ	siⁿɛⁿsiⁿoⁿ	s ĩ ∼/ɛ + s ĩ õ	3233	3483	5607	
6901	Soninke	SAND		Mande	Soninke-Bozo	sèyê	sèyê	s ¹/e j ⁵¹/e	3236	3492	5626	
6902	Soninke	SAND		Mande	Soninke-Bozo	sèyéŋŋè	sèyéŋŋè	s ¹/e j ⁵/e ŋ + ŋ ¹/e	3236	3492	5626	
6903	ToroTegu	SAND		Dogon	North-Eastern_Dogon	ìsò-súměy	ìsò-súměy	¹/i s ¹/o + s ⁵/u m ¹⁵/e + j	1656	3474 3479	0	
6904	BenTey	SAND		Dogon	North-Eastern_Dogon	sùmòy-sô:	sùmòy-sô:	s ¹/u m ¹/o j + s ⁵¹/oː	1649	3479 3480	0	
6905	BankanTey	SAND		Dogon	North-Eastern_Dogon	sùmbày bú:rù	sùmbày_bú:rù	s ¹/u ⁿb ¹/a j + b ⁵/uː r ¹/u	1648	3479 3475	0	
6906	Nanga	SAND		Dogon	North-Eastern_Dogon	sɔ̀:mbɔ̀ sɛ́:rⁿɛ̀, sɛ́:rⁿɛ̀	sɔ̀:mbɔ̀_sɛ́:rⁿɛ̀	s ¹/ɔː ⁿb ¹/ɔ + s ⁵/ɛː ∼/r̃ ¹/ɛ	1648	3480 3493	0	
6907	PergeTegu	SAND		Dogon	North-Eastern_Dogon	sù-sǔm	sù-sǔm	s ¹/u + s ¹⁵/u + m	1651	3474 3480	5607	
6908	Gourou	SAND		Dogon	North-Eastern_Dogon	sìsɔ̌m	sì-sɔ̌m	s ¹/i + s ¹⁵/ɔ + m	1651	3474 3480	5607	
6909	YornoSo	SAND		Dogon	North-Western_Dogon	sù-sǒm	sù-sǒm	s ¹/u + s ¹⁵/o + m	1651	3474 3480	5607	
6910	TommoSo	SAND		Dogon	South-Eastern_Dogon	sɔ̀lùmɔ́	sɔ̀l-ùmɔ́	s ¹/ɔ l + ¹/u m ⁵/ɔ	1654	3480 3488	0	
